Date,Open,High,Low,Close,Adj Close,Volume
2019-03-06,750.130005,750.809998,741.679993,746.700012,746.700012,847000
2019-03-07,746.210022,750.130005,733.48999,736.830017,736.830017,897300
2019-03-08,733.380005,739.590027,730.419983,735.969971,735.969971,871200
2019-03-11,737.27002,739.099976,726.109985,739.090027,739.090027,687000
2019-03-12,745.76001,754.76001,745.76001,754.76001,754.76001,792800
2019-03-13,755.299988,758.900024,750.48999,754.890015,754.890015,797100
2019-03-14,758.530029,762.409973,755.419983,755.419983,755.419983,644000
2019-03-15,756.820007,757.289978,743.340027,748.359985,748.359985,881400
2019-03-18,752.150024,755.890015,748.700012,753.130005,753.130005,705200
2019-03-19,757.070007,757.880005,748.76001,748.909973,748.909973,984700
2019-03-20,750.5,750.5,741.25,749.76001,749.76001,880100
2019-03-21,750.789978,753.97998,742.030029,743.52002,743.52002,795600
2019-03-22,747.869995,748.049988,741.030029,743.969971,743.969971,752400
2019-03-25,733.51001,737.219971,726.929993,727.210022,727.210022,696300
2019-03-26,732.76001,737.5,729.219971,736.809998,736.809998,656400
2019-03-27,739.219971,739.219971,728.429993,728.450012,728.450012,748800
2019-03-28,727.700012,728.559998,719.719971,719.719971,719.719971,695500
2019-03-29,723.640015,729.309998,714.530029,729.309998,729.309998,779300
2019-04-01,731.5,737.690002,729.73999,736.809998,736.809998,704800
2019-04-02,740.940002,740.940002,737.179993,739.570007,739.570007,955900
2019-04-03,741.76001,749.299988,740.72998,749.299988,749.299988,807500
2019-04-04,750.900024,753.390015,746.289978,751.580017,751.580017,879700
2019-04-05,752.280029,753.969971,748.789978,751.710022,751.710022,788500
2019-04-08,755.320007,756.159973,750.02002,751.919983,751.919983,762400
2019-04-09,753.719971,756.919983,749.869995,756.809998,756.809998,836600
2019-04-10,755.72998,760.150024,754.049988,760.150024,760.150024,744500
2019-04-11,762.150024,766.559998,762.130005,766.48999,766.48999,760900
2019-04-12,765.599976,769.090027,762.98999,767.849976,767.849976,926500
2019-04-15,770.630005,770.659973,765.619995,766.75,766.75,952000
2019-04-16,767.590027,767.72998,758.690002,765.02002,765.02002,979300
2019-04-17,766.700012,768.429993,765.359985,766.890015,766.890015,1063500
2019-04-18,767.73999,767.849976,751.590027,753.52002,753.52002,904500
2019-04-19,757.419983,762.950012,757.349976,762.570007,762.570007,773500
2019-04-22,764.369995,767.02002,760.02002,762.01001,762.01001,691800
2019-04-23,763.580017,764.47998,756.77002,761.419983,761.419983,895100
2019-04-24,765,765.02002,755.929993,757.820007,757.820007,886600
2019-04-25,757.640015,757.640015,750.429993,750.429993,750.429993,946900
2019-04-26,748.299988,750.22998,739.840027,741,741,865200
2019-04-29,744.01001,750.599976,742.429993,750.599976,750.599976,754700
2019-04-30,751.400024,755.109985,746.419983,754.73999,754.73999,671000
2019-05-02,753.51001,760.940002,753.429993,760.380005,760.380005,779400
2019-05-03,761.130005,762.719971,758.419983,761.820007,761.820007,701300
2019-05-07,751.26001,757.969971,749.27002,753.450012,753.450012,728000
2019-05-08,745.859985,751.549988,745.359985,745.369995,745.369995,922700
2019-05-09,746.960022,747.960022,722.599976,724.219971,724.219971,992100
2019-05-10,726.059998,729.840027,712.150024,722.619995,722.619995,916500
2019-05-13,722.190002,724.780029,708.77002,708.799988,708.799988,916400
2019-05-14,698.859985,714.799988,698.299988,710.159973,710.159973,1072300
2019-05-15,714.940002,729.630005,713.48999,729.599976,729.599976,859400
2019-05-16,731.090027,731.780029,716.679993,717.590027,717.590027,911800
2019-05-17,723.940002,727.559998,713.940002,714.130005,714.130005,783600
2019-05-20,717.119995,719.570007,701.76001,702.080017,702.080017,733200
2019-05-21,701.830017,708.159973,700,703.97998,703.97998,792000
2019-05-22,709.380005,710.460022,702.25,706.929993,706.929993,723700
2019-05-23,707.73999,707.950012,696.880005,696.890015,696.890015,902800
2019-05-24,694.02002,696.75,686.719971,690.030029,690.030029,862100
2019-05-27,692.059998,696.299988,684.070007,689.669983,689.669983,782600
2019-05-28,691.549988,702.76001,690.780029,702.76001,702.76001,724000
2019-05-29,699.119995,699.530029,689.900024,691.469971,691.469971,849800
2019-05-30,692.599976,696.450012,685.309998,689.330017,689.330017,669500
2019-05-31,688.700012,699.400024,687.710022,696.469971,696.469971,642100
2019-06-03,693.26001,698.349976,691.799988,697.5,697.5,643000
2019-06-04,699.119995,702.530029,697.200012,702.530029,702.530029,657100
2019-06-05,709.070007,710.109985,706.76001,707.75,707.75,616900
2019-06-07,711.77002,716.559998,708.72998,716.530029,716.530029,723200
2019-06-10,721.119995,721.5,717.080017,721.140015,721.140015,763000
2019-06-11,723.609985,728.789978,722.51001,728.789978,728.789978,897000
2019-06-12,729.059998,729.059998,721.909973,724.320007,724.320007,724100
2019-06-13,724.570007,730.859985,721.869995,726.679993,726.679993,839500
2019-06-14,729.390015,729.390015,721.440002,722.25,722.25,843400
2019-06-17,723.52002,723.900024,718.619995,719.130005,719.130005,758000
2019-06-18,721.25,723.789978,713.169983,714.859985,714.859985,1047000
2019-06-19,721.659973,722.659973,714.97998,717.710022,717.710022,979400
2019-06-20,719.539978,727.340027,719.309998,727.320007,727.320007,1004500
2019-06-21,729.200012,729.200012,721.960022,722.640015,722.640015,1100600
2019-06-24,725.039978,725.049988,717.219971,717.690002,717.690002,924000
2019-06-25,719.030029,720.059998,707.640015,710.02002,710.02002,1058000
2019-06-26,710.150024,713.570007,706.440002,709.369995,709.369995,981400
2019-06-27,711.179993,713.140015,694.530029,698.210022,698.210022,910000
2019-06-28,698.630005,700.419983,687.289978,690.530029,690.530029,784800
2019-07-01,696.380005,697.969971,692.76001,696,696,734400
2019-07-02,695.799988,699.440002,693.190002,696.25,696.25,696400
2019-07-03,697.679993,698.890015,689.859985,693.039978,693.039978,676300
2019-07-04,693.960022,694.630005,682.72998,691.27002,691.27002,763500
2019-07-05,692.859985,694.390015,686.929993,694.169983,694.169983,729800
2019-07-08,691.969971,691.969971,668.719971,668.719971,668.719971,766600
2019-07-09,670.76001,675.090027,657.77002,657.799988,657.799988,879100
2019-07-10,662.299988,670.679993,660.619995,666.900024,666.900024,774800
2019-07-11,669.97998,677.109985,668.419983,677.090027,677.090027,791100
2019-07-12,677.869995,682.650024,673.76001,681.169983,681.169983,735700
2019-07-15,682.359985,682.359985,671.710022,674.789978,674.789978,715700
2019-07-16,675.669983,679.690002,672.77002,674.419983,674.419983,824300
2019-07-17,673.080017,673.340027,661.929993,666.280029,666.280029,901100
2019-07-18,665.090027,669.469971,661.820007,665.150024,665.150024,837100
2019-07-19,668.200012,674.059998,668.200012,674.059998,674.059998,756200
2019-07-22,674,675.47998,671.440002,674.780029,674.780029,645000
2019-07-23,675.840027,678.27002,666.789978,668.650024,668.650024,894100
2019-07-24,670.309998,672.359985,659.26001,659.830017,659.830017,971500
2019-07-25,660.299988,661.619995,647.380005,652.400024,652.400024,871100
2019-07-26,650.299988,652.380005,640.429993,644.590027,644.590027,886300
2019-07-29,643.340027,643.340027,618.780029,618.780029,618.780029,795300
2019-07-30,620.330017,630.609985,620.330017,625.640015,625.640015,716200
2019-07-31,625.049988,631.429993,610.700012,630.179993,630.179993,770600
2019-08-01,627.940002,634.440002,622.25,622.26001,622.26001,694200
2019-08-02,612.01001,622.359985,607.01001,615.700012,615.700012,601200
2019-08-05,614.690002,615.22998,569.780029,569.789978,569.789978,821200
2019-08-06,555.070007,577.51001,540.830017,551.5,551.5,973700
2019-08-07,562.469971,567.52002,554.179993,564.640015,564.640015,836000
2019-08-08,571.590027,585.440002,571,585.440002,585.440002,929200
2019-08-09,590.51001,593.280029,585.940002,590.039978,590.039978,690900
2019-08-12,590.429993,594.700012,585.070007,594.169983,594.169983,707400
2019-08-13,589.710022,593.97998,588.469971,590.75,590.75,755900
2019-08-14,600.349976,601.460022,596.22998,597.150024,597.150024,793600
2019-08-16,590.039978,592.820007,587.48999,591.570007,591.570007,684000
2019-08-19,596.419983,597.590027,591.210022,594.650024,594.650024,707000
2019-08-20,597.150024,607.869995,595.619995,607.01001,607.01001,914600
2019-08-21,605.830017,615.960022,604.830017,615.960022,615.960022,821000
2019-08-22,618.340027,618.72998,611.669983,612.25,612.25,850900
2019-08-23,606.280029,612.630005,605.929993,608.97998,608.97998,706400
2019-08-26,594.25,598.080017,582.77002,582.909973,582.909973,711400
2019-08-27,592.380005,596.429993,587.419983,588.320007,588.320007,651100
2019-08-28,590.669983,602.900024,590.359985,602.900024,602.900024,698500
2019-08-29,604.190002,605.390015,595.26001,599.570007,599.570007,681500
2019-08-30,607.140015,611.109985,606.650024,610.549988,610.549988,787600
2019-09-02,609.460022,619.900024,608.969971,619.809998,619.809998,683800
2019-09-03,619.859985,623.340027,619.280029,620.02002,620.02002,777400
2019-09-04,619.609985,629.309998,619.460022,629.309998,629.309998,792600
2019-09-05,633.190002,634.960022,631.380005,632.98999,632.98999,948700
2019-09-06,637.330017,637.330017,630.599976,631.150024,631.150024,882300
2019-09-09,633.609985,634.299988,625.280029,625.77002,625.77002,709700
2019-09-10,627.77002,628.809998,621.950012,623.25,623.25,830400
2019-09-11,625.809998,632.419983,624.780029,630.369995,630.369995,718200
2019-09-16,634.669983,638.590027,630.159973,638.590027,638.590027,622100
2019-09-17,637.099976,646.049988,636,644.280029,644.280029,823500
2019-09-18,646.25,648.950012,644.320007,645.119995,645.119995,909100
2019-09-19,646.830017,651.450012,643,645.710022,645.710022,867300
2019-09-20,647.5,650.030029,645.909973,649.070007,649.070007,844700
2019-09-23,648.809998,649.219971,644.390015,645.01001,645.01001,747600
2019-09-24,643.450012,646.599976,641.169983,641.849976,641.849976,778000
2019-09-25,641.080017,641.22998,626.02002,626.76001,626.76001,987700
2019-09-26,632.309998,635.640015,622.549988,628.419983,628.419983,838500
2019-09-27,628.409973,628.409973,623.320007,626.929993,626.929993,724100
2019-09-30,625.690002,627.299988,615.640015,621.76001,621.76001,746000
2019-10-01,623.700012,632.119995,621.76001,632.099976,632.099976,875300
2019-10-02,627.75,630.619995,624.469971,624.51001,624.51001,1252800
2019-10-04,623.080017,627.150024,619.530029,621.840027,621.840027,793000
2019-10-07,625.25,627.820007,622.450012,627.210022,627.210022,753100
2019-10-08,628.030029,635.940002,624.919983,635.409973,635.409973,864400
2019-10-10,633.960022,635.849976,630.590027,634.72998,634.72998,715200
2019-10-11,638.219971,638.48999,632.919983,632.950012,632.950012,767500
2019-10-14,638.650024,643.409973,637.690002,641.460022,641.460022,681400
2019-10-15,641.51001,647.400024,641.48999,646.799988,646.799988,737800
2019-10-16,650.609985,652.72998,649.880005,651.960022,651.960022,860300
2019-10-17,653.080017,654.669983,646.609985,649.289978,649.289978,1042700
2019-10-18,651.549988,651.969971,645.590027,646.690002,646.690002,866100
2019-10-21,646.789978,649.179993,645.349976,649.179993,649.179993,767900
2019-10-22,653.169983,660.349976,651.099976,655.909973,655.909973,900
2019-10-23,656.880005,660.380005,654.780029,658.97998,658.97998,1000
2019-10-24,658.530029,662.27002,647.530029,658.75,658.75,1100
2019-10-25,657.599976,658.77002,651.289978,652.369995,652.369995,1000
2019-10-28,655.049988,657.289978,651.950012,652.419983,652.419983,900
2019-10-29,656.849976,658.76001,653.830017,658.299988,658.299988,1000
2019-10-30,660.599976,660.599976,654.150024,655.039978,655.039978,900
2019-10-31,658.450012,661.650024,656.960022,658.52002,658.52002,900
2019-11-01,658.159973,662.340027,656.130005,662.340027,662.340027,800
2019-11-04,667.200012,669.659973,665.630005,668.450012,668.450012,900
2019-11-05,669.469971,672.179993,666,672.179993,672.179993,1000
2019-11-06,672.119995,673.859985,669.25,669.679993,669.679993,1100
2019-11-07,668.72998,669.570007,663.700012,666.150024,666.150024,1000
2019-11-08,669.340027,670.590027,662.460022,664.599976,664.599976,1000
2019-11-11,666.130005,666.130005,658.700012,661.369995,661.369995,900
2019-11-12,662.109985,665.859985,661.419983,665.140015,665.140015,1100
2019-11-13,665.369995,665.47998,659.950012,661.849976,661.849976,1400
2019-11-14,663.25,666.049988,659.210022,663.309998,663.309998,1400
2019-11-15,662.869995,668.539978,660.640015,668.51001,668.51001,1100
2019-11-18,670.070007,671.090027,666.820007,669.340027,669.340027,1100
2019-11-19,669.109985,669.23999,662.23999,662.530029,662.530029,1200
2019-11-20,661.450012,663.76001,648.820007,649.869995,649.869995,1300
2019-11-21,650.559998,651.22998,634.289978,635.98999,635.98999,1100
2019-11-22,637.98999,640.77002,629.73999,633.919983,633.919983,1100
2019-11-25,639.5,647.409973,639.5,647.400024,647.400024,800
2019-11-26,650.789978,653.539978,649.780029,651.590027,651.590027,900
2019-11-27,653.73999,653.869995,646.890015,647.390015,647.390015,900
2019-11-28,646.27002,649.369995,640.179993,640.179993,640.179993,900
2019-11-29,641.719971,643.27002,631.400024,632.98999,632.98999,900
2019-12-02,635.580017,638.349976,632.219971,634.5,634.5,800
2019-12-03,630.070007,632.01001,627,629.580017,629.580017,900
2019-12-04,626.059998,630.450012,622.669983,625.27002,625.27002,900
2019-12-05,629.48999,629.599976,613.77002,617.599976,617.599976,900
2019-12-06,619.47998,628.109985,619.47998,628.099976,628.099976,700
2019-12-09,630.599976,630.630005,625.590027,627.859985,627.859985,800
2019-12-10,627.619995,627.76001,623.539978,627.109985,627.109985,800
2019-12-11,627.26001,630.599976,626.570007,629.130005,629.130005,800
2019-12-12,632.289978,638.919983,631.25,636.940002,636.940002,900
2019-12-13,643.340027,645.72998,641.869995,643.450012,643.450012,900
2019-12-16,644.909973,646.559998,643.23999,644.440002,644.440002,800
2019-12-17,646.799988,650.580017,646.039978,650.580017,650.580017,900
2019-12-18,648.950012,648.950012,648.950012,648.950012,648.950012,0
2019-12-19,650.299988,653.650024,645.109985,647.849976,647.849976,800
2019-12-20,650.190002,651.200012,647.900024,649.72998,649.72998,900
2019-12-23,651.77002,652.809998,646.679993,647.619995,647.619995,700
2019-12-24,648.710022,648.710022,638.73999,638.909973,638.909973,800
2019-12-26,640.77002,652.090027,640.200012,652.070007,652.070007,900
2019-12-27,652.599976,661.590027,652.169983,661.23999,661.23999,800
2019-12-30,662.059998,669.830017,661.619995,669.830017,669.830017,800
2020-01-02,672.530029,674.299988,666.619995,674.02002,674.02002,800
2020-01-03,677.570007,679.369995,668.099976,669.929993,669.929993,900
2020-01-06,660.080017,663.099976,653.609985,655.309998,655.309998,900
2020-01-07,660.869995,664.210022,659.179993,663.440002,663.440002,1000
2020-01-08,657.23999,658.140015,637.429993,640.940002,640.940002,1400
2020-01-09,657.01001,666.090027,656.25,666.090027,666.090027,1000
2020-01-10,668.789978,673.030029,665.919983,673.030029,673.030029,800
2020-01-13,673.76001,679.219971,673.22998,679.219971,679.219971,900
2020-01-14,682.140015,685.880005,676.780029,678.710022,678.710022,900
2020-01-15,678.830017,681.390015,676.909973,679.159973,679.159973,900
2020-01-16,679.669983,686.52002,679.48999,686.52002,686.52002,900
2020-01-17,689.72998,690.609985,686.679993,688.409973,688.409973,1000
2020-01-20,690.849976,691.169983,682.47998,683.469971,683.469971,1000
2020-01-21,683.820007,685.890015,675.47998,676.52002,676.52002,1000
2020-01-22,677.049988,688.280029,677.049988,688.25,688.25,1000
2020-01-23,685.940002,687.710022,683.52002,685.570007,685.570007,1000
2020-01-28,664.700012,664.700012,664.700012,664.700012,664.700012,0
2020-01-29,671.080017,671.97998,664.090027,670.179993,670.179993,1100
2020-01-30,656.390015,656.390015,656.390015,656.390015,656.390015,0
2020-01-31,660.97998,664.77002,641.570007,642.47998,642.47998,1300
2020-02-03,631.820007,648.340027,627.650024,646.849976,646.849976,1200
2020-02-04,650.719971,661.23999,649.219971,661.23999,661.23999,900
2020-02-05,666.73999,668.909973,658.030029,661.320007,661.320007,1000
2020-02-06,672.690002,672.690002,672.690002,672.690002,672.690002,0
2020-02-07,673.109985,674.030029,667.929993,672.630005,672.630005,1000
2020-02-10,669.530029,676.080017,668.099976,676.070007,676.070007,1000
2020-02-11,682.340027,682.340027,682.340027,682.340027,682.340027,0
2020-02-12,683.26001,686.789978,680.26001,686.590027,686.590027,1300
2020-02-13,689.539978,691.429993,681.77002,687.609985,687.609985,1300
2020-02-14,687.22998,692,685.669983,688.909973,688.909973,1500
2020-02-17,690.349976,692.640015,686.72998,692.590027,692.590027,1500
2020-02-18,691.419983,692.52002,681.440002,682.919983,682.919983,1800
2020-02-19,684.780029,684.780029,684.780029,684.780029,684.780029,0
2020-02-20,687.650024,688.51001,677.98999,681.659973,681.659973,1500
2020-02-21,673.570007,680.280029,667.469971,667.98999,667.98999,1400
2020-02-24,653.400024,656.309998,639.219971,639.289978,639.289978,1500
2020-02-25,639.280029,656.960022,633.650024,656.950012,656.950012,1200
2020-02-26,644.02002,658.289978,642.97998,654.630005,654.630005,1100
2020-02-27,654.609985,660.890015,634.789978,638.169983,638.169983,1200
2020-02-28,626.359985,631.25,608.380005,610.72998,610.72998,1400
2020-03-02,617.880005,627.710022,607.320007,627.659973,627.659973,1200
2020-03-03,641.650024,641.77002,626.710022,626.820007,626.820007,1200
2020-03-04,623.75,641.72998,623.549988,641.72998,641.72998,1100
2020-03-05,647.75,650.809998,643.969971,650.190002,650.190002,1100
2020-03-06,642.330017,647.830017,637.200012,642.719971,642.719971,1100
2020-03-09,631.130005,632.52002,614.580017,614.599976,614.599976,1300
2020-03-10,606.890015,619.97998,604.51001,619.969971,619.969971,1400
2020-03-11,621.119995,622.070007,591.380005,595.609985,595.609985,1600
2020-03-12,589.200012,594.320007,555.469971,563.48999,563.48999,1600
2020-03-13,536.619995,540.299988,487.070007,524,524,1500
2020-03-16,538.679993,541.869995,504.51001,504.51001,504.51001,1200
2020-03-17,488.019989,518.719971,483.51001,514.72998,514.72998,1400
2020-03-18,520.789978,526.099976,485.140015,485.140015,485.140015,1300
2020-03-19,501.589996,502.119995,419.549988,428.350006,428.350006,1600
2020-03-20,443.880005,467.75,435.109985,467.75,467.75,1200
2020-03-23,443.76001,443.76001,443.76001,443.76001,443.76001,0
2020-03-24,457.209991,480.399994,454.23999,480.399994,480.399994,1100
2020-03-25,496.320007,506.429993,488.980011,505.679993,505.679993,1400
2020-03-26,506.51001,533.330017,501.820007,516.609985,516.609985,1600
2020-03-27,535.940002,540.039978,502.480011,522.830017,522.830017,2000
2020-03-30,513.130005,542.119995,511.470001,542.109985,542.109985,1400
2020-03-31,551.47998,569.070007,551.25,569.070007,569.070007,1900
2020-04-01,568.880005,579.76001,551.299988,551.840027,551.840027,1900
2020-04-02,555.400024,567.700012,542.75,567.700012,567.700012,1700
2020-04-03,571.289978,576.27002,564.02002,573.01001,573.01001,1400
2020-04-06,579.25,597.210022,577.830017,597.210022,597.210022,1500
2020-04-07,606.900024,606.900024,606.900024,606.900024,606.900024,0
2020-04-08,604.460022,615.320007,599.299988,607.369995,607.369995,2400
2020-04-09,616.669983,618.369995,610.659973,615.950012,615.950012,1800
2020-04-10,617.75,618.080017,593.01001,611.26001,611.26001,2000
2020-04-13,609.940002,611.059998,596.710022,596.710022,596.710022,2000
2020-04-14,605.140015,611.359985,602.049988,610.289978,610.289978,1600
2020-04-16,623.429993,623.429993,623.429993,623.429993,623.429993,0
2020-04-17,631.340027,634.789978,628.049988,634.789978,634.789978,1600
2020-04-20,635.710022,643.049988,634.200012,637.820007,637.820007,1600
2020-04-21,634.76001,641.070007,602.049988,628.77002,628.77002,2200
2020-04-22,618.950012,635.309998,616.880005,635.159973,635.159973,1500
2020-04-23,640.130005,645.539978,637.330017,643.789978,643.789978,1700
2020-04-24,640.190002,645.219971,629.119995,632.960022,632.960022,1800
2020-04-27,638.900024,647.109985,638.580017,646.859985,646.859985,1700
2020-04-28,649.460022,651.390015,638.690002,644.929993,644.929993,1800
2020-04-29,646.330017,648.419983,644.059998,645.179993,645.179993,1700
2020-05-04,637,648.570007,635.159973,641.909973,641.909973,1300
2020-05-06,658.400024,658.400024,658.400024,658.400024,658.400024,0
2020-05-07,659.450012,669.030029,658.929993,668.169983,668.169983,1700
2020-05-08,674.01001,682.940002,673.52002,682.299988,682.299988,1700
2020-05-11,686.809998,690.340027,676.599976,685.039978,685.039978,1500
2020-05-12,687.47998,688.369995,673.659973,684.210022,684.210022,1500
2020-05-13,676.530029,691.570007,676.23999,691.530029,691.530029,1500
2020-05-14,687.919983,693.679993,684.330017,690.570007,690.570007,1600
2020-05-15,695.799988,696.909973,686.22998,691.929993,691.929993,1400
2020-05-18,695.169983,695.900024,688.880005,690.849976,690.849976,1500
2020-05-19,696.01001,696.390015,687.669983,696.359985,696.359985,1800
2020-05-20,697.150024,709.159973,697.090027,708.76001,708.76001,2100
2020-05-21,716.02002,716.02002,716.02002,716.02002,716.02002,0
2020-05-22,717.780029,719.150024,702.5,708.580017,708.580017,1700
2020-05-25,712.880005,719.890015,708.599976,719.890015,719.890015,1600
2020-05-26,723.280029,729.159973,718.809998,729.109985,729.109985,1600
2020-05-27,728.26001,730.409973,722.039978,724.590027,724.590027,1600
2020-05-28,728.76001,728.799988,695.299988,708.75,708.75,2100
2020-05-29,706.159973,714.51001,700.840027,713.679993,713.679993,1500
2020-06-01,716.960022,735.719971,716.830017,735.719971,735.719971,1300
2020-06-02,737.669983,743.700012,735.059998,743.580017,743.580017,1500
2020-06-03,749.48999,750.140015,734.630005,737.659973,737.659973,1500
2020-06-04,742.869995,744.359985,733.909973,742.369995,742.369995,1300
2020-06-05,743.650024,749.75,739.52002,749.309998,749.309998,1100
2020-06-08,754.119995,754.320007,747.369995,753.039978,753.039978,1300
2020-06-09,756.02002,756.450012,746.559998,753.820007,753.820007,1500
2020-06-10,754.299988,759.47998,752.289978,758.619995,758.619995,1600
2020-06-11,760.070007,766.960022,752.039978,757.059998,757.059998,1500
2020-06-12,722.909973,747.369995,722.809998,746.059998,746.059998,1300
2020-06-15,745.599976,747.210022,693.150024,693.150024,693.150024,1500
2020-06-16,716.599976,735.73999,714.140015,735.380005,735.380005,1300
2020-06-17,731.909973,743.109985,717.679993,735.400024,735.400024,1400
2020-06-18,738.109985,743.119995,732.919983,737.330017,737.330017,1200
2020-06-19,743.349976,743.940002,732.549988,742.030029,742.030029,1500
2020-06-22,742.97998,752.97998,741.780029,751.640015,751.640015,1300
2020-06-23,758.609985,761.369995,744.26001,753.22998,753.22998,1600
2020-06-24,758.150024,765.210022,755.119995,759.5,759.5,1300
2020-06-25,749.809998,757.22998,745.97998,750.359985,750.359985,1400
2020-06-26,758.619995,758.619995,742.570007,750.580017,750.580017,1500
2020-06-29,743.880005,747.299988,732.859985,734.690002,734.690002,1300
2020-06-30,744.539978,744.539978,731.76001,737.969971,737.969971,1600
2020-07-01,743.530029,744.030029,726.359985,727.580017,727.580017,1200
2020-07-02,732.940002,742.549988,732.090027,742.549988,742.549988,1200
2020-07-03,746.130005,752.219971,741.109985,752.179993,752.179993,1300
2020-07-06,754.73999,759.929993,750.429993,759.900024,759.900024,1100
2020-07-07,763.400024,764.460022,755.440002,759.159973,759.159973,1300
2020-07-08,761.190002,765.960022,758.380005,765.960022,765.960022,1300
2020-07-09,770.460022,774.5,769.309998,772.900024,772.900024,1500
2020-07-10,773.75,775.98999,766.51001,772.809998,772.809998,1300
2020-07-13,777.919983,781.190002,773.080017,781.190002,781.190002,1400
2020-07-14,776.190002,782.700012,775.289978,778.390015,778.390015,1600
2020-07-15,783.140015,783.289978,775.960022,781.289978,781.289978,1500
2020-07-16,783.23999,783.23999,769.390015,775.070007,775.070007,1600
2020-07-17,776.969971,783.320007,775.780029,783.219971,783.219971,1400
2020-07-20,786.25,786.289978,776.969971,781.960022,781.960022,1400
2020-07-21,787.299988,792.200012,785.75,790.580017,790.580017,1500
2020-07-22,790.580017,795.320007,785.969971,794.98999,794.98999,1500
2020-07-23,801.690002,801.690002,801.690002,801.690002,801.690002,0
2020-07-24,796.080017,804.609985,788.719971,794.799988,794.799988,1500
2020-07-27,795.190002,804.580017,795.190002,801.22998,801.22998,1300
2020-07-28,807.289978,810.969971,802.039978,807.849976,807.849976,1500
2020-07-29,808.590027,808.590027,808.590027,808.590027,808.590027,0
2020-07-30,814.190002,814.190002,814.190002,814.190002,814.190002,0
2020-07-31,817.52002,818.700012,814.22998,815.299988,815.299988,1400
2020-08-03,820.409973,827.789978,815.150024,827.570007,827.570007,1522800
2020-08-04,833.280029,835.349976,830.549988,835.349976,835.349976,1500
2020-08-05,847.280029,847.280029,847.280029,847.280029,847.280029,0
2020-08-06,854.119995,854.119995,854.119995,854.119995,854.119995,0
2020-08-07,858.299988,859.429993,849.01001,857.630005,857.630005,1400
2020-08-10,862.76001,862.76001,862.76001,862.76001,862.76001,0
2020-08-11,860.22998,860.22998,860.22998,860.22998,860.22998,0
2020-08-12,845.599976,845.599976,845.599976,845.599976,845.599976,0
2020-08-13,854.77002,854.77002,854.77002,854.77002,854.77002,0
2020-08-14,854.710022,854.710022,831.150024,835.030029,835.030029,1700
2020-08-18,834.549988,834.549988,794.909973,800.219971,800.219971,1900
